Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,claim,text,organization,lang_name,rating_label,rating_value,entity_strings,entities,nr_entities,num_words,probable_lang,Topic,Topic Name,Topic Representation
50627,57003,39716,889,http://data.gesis.org/claimskg/creative_work/d223079d-4d46-5ca4-ba96-e4f96a35a407,Antony Blinken confesses that Biden is responsible for the Nord Stream pipeline leaks.,politifact,English,False,1,"Antony Blinken, Biden, Nord Stream pipeline","['Antony Blinken', ' Biden', ' Nord Stream pipeline']",3.0,13,en,1,1_gas_prices_pipeline_oil,"gas, prices, pipeline, oil, keystone, energy, ban, climate, fracking, the"
50875,57252,48302,432,http://data.gesis.org/claimskg/creative_work/703737a6-929b-5562-a238-35bf7bfc5b5f,My company was building the Keystone Pipeline when (President Joe) Biden canceled it.,politifact,English,MIXTURE,2,"Biden, Keystone Pipeline, President Joe","['Biden', ' Keystone Pipeline', ' President Joe']",3.0,13,en,1,1_gas_prices_pipeline_oil,"gas, prices, pipeline, oil, keystone, energy, ban, climate, fracking, the"
51361,57741,57328,9458,http://data.gesis.org/claimskg/creative_work/195edbb0-b381-50f1-a19b-de54df58d033,Says Joe Biden just announced on CNN he will completely shut down drilling for oil and natural gas on day one of his administration.,politifact,English,MIXTURE,2,"CNN, Joe Biden, natural gas","['CNN', ' Joe Biden', ' natural gas']",3.0,24,en,1,1_gas_prices_pipeline_oil,"gas, prices, pipeline, oil, keystone, energy, ban, climate, fracking, the"
52210,58596,38472,2160,http://data.gesis.org/claimskg/creative_work/4ba65e6b-fc8c-532e-9dc7-8bc0e600b0d9,Biden drained America's Strategic Petroleum Reserves to the lowest level since 1984.,politifact,English,True,3,"1984, Biden, Strategic Petroleum Reserves","['1984', ' Biden', ' Strategic Petroleum Reserves']",3.0,12,en,1,1_gas_prices_pipeline_oil,"gas, prices, pipeline, oil, keystone, energy, ban, climate, fracking, the"
52396,58782,53469,5599,http://data.gesis.org/claimskg/creative_work/e818e662-b558-57e6-9bc4-7f3795911031,"The cancellation of the Keystone XL pipeline by Joe Biden killed hundreds of jobs, sent gas prices way up.",politifact,English,MIXTURE,2,"Joe Biden, Keystone XL, gas prices","['Joe Biden', ' Keystone XL', ' gas prices']",3.0,19,en,1,1_gas_prices_pipeline_oil,"gas, prices, pipeline, oil, keystone, energy, ban, climate, fracking, the"
53529,59919,51890,4020,http://data.gesis.org/claimskg/creative_work/8ce77624-6a0a-56d1-bed9-3167032cbfbe,Says Joe Biden wants American farmers to put their farmland into Gvt ‘land banks.’ Gvt would then tell farmers what ‘sustainable’ plants they could grow.,politifact,English,MIXTURE,2,"American farmers, Joe Biden, land banks","['American farmers', ' Joe Biden', ' land banks']",3.0,25,en,1,1_gas_prices_pipeline_oil,"gas, prices, pipeline, oil, keystone, energy, ban, climate, fracking, the"
53593,59983,39441,614,http://data.gesis.org/claimskg/creative_work/70eab138-7fa0-5621-b9e6-881f273a1fa9,Says Joe Biden canceled the Keystone pipeline because Warren Buffett donated $58 million to his campaign.,politifact,English,False,1,"Joe Biden, Keystone pipeline, Warren Buffett","['Joe Biden', ' Keystone pipeline', ' Warren Buffett']",3.0,16,en,1,1_gas_prices_pipeline_oil,"gas, prices, pipeline, oil, keystone, energy, ban, climate, fracking, the"
53713,60104,54233,6363,http://data.gesis.org/claimskg/creative_work/0efc5036-fa01-5abd-9471-c0467196190b,"Soybeans dropped 70 cents and corn 50 cents per bushel in two days, causing farmers to lose big money, thanks to Biden’s executive orders.",politifact,English,MIXTURE,2,"Soybeans, bushel, lose big","['Soybeans', ' bushel', ' lose big']",3.0,24,en,1,1_gas_prices_pipeline_oil,"gas, prices, pipeline, oil, keystone, energy, ban, climate, fracking, the"
55722,62155,9612,3374,http://data.gesis.org/claimskg/creative_work/f4ff266b-18a8-5ee6-a34d-da13b8df1a17,An image shared on Facebook claims President Joe Biden’s climate plan requires Americans to reduce their red meat consumption by 90 percent.,checkyourfact,English,FALSE,1,"Facebook, President Joe Biden, climate plan, red meat","['Facebook', ' President Joe Biden', ' climate plan', ' red meat']",4.0,22,en,1,1_gas_prices_pipeline_oil,"gas, prices, pipeline, oil, keystone, energy, ban, climate, fracking, the"
56651,63140,72527,1241,http://data.gesis.org/claimskg/creative_work/4ea2f9f2-3afa-52fe-b7a5-ac9ef070b54c,"In the 2020 presidential election, Democratic candidate Joe Biden's policy on fracking was to ban it outright.",snopes,English,MIXTURE,2,"2020 presidential election, Democratic, Joe Biden, fracking","['2020 presidential election', ' Democratic', ' Joe Biden', ' fracking']",4.0,17,en,1,1_gas_prices_pipeline_oil,"gas, prices, pipeline, oil, keystone, energy, ban, climate, fracking, the"
58144,64664,45041,6214,http://data.gesis.org/claimskg/creative_work/9578ac42-d835-5bf8-a74f-6163c4d62a9a,A BP oil executive named Brice Cromwell blamed the Biden administration for high gas prices.,politifact,English,False,1,"BP, Biden, high gas prices, oil executive","['BP', ' Biden', ' high gas prices', ' oil executive']",4.0,15,en,1,1_gas_prices_pipeline_oil,"gas, prices, pipeline, oil, keystone, energy, ban, climate, fracking, the"
58541,65065,65280,3251,http://data.gesis.org/claimskg/creative_work/0c567205-f01e-5de0-ad4d-a416d877b8a8,U.S. gas prices averaged well over $5 per gallon under the administration of U.S. President Barack Obama and Vice President Joe Biden.,snopes,English,False,1,"U.S., U.S. President Barack Obama, Vice President Joe Biden, gas prices","['U.S.', ' U.S. President Barack Obama', ' Vice President Joe Biden', ' gas prices']",4.0,22,en,1,1_gas_prices_pipeline_oil,"gas, prices, pipeline, oil, keystone, energy, ban, climate, fracking, the"
59366,65931,46476,7649,http://data.gesis.org/claimskg/creative_work/99a3efc5-88cb-5f28-a8d4-3e725eb8e7d0,"Says Democratic presidential nominee Joe Biden backs a fracking ban that would cost 100,000 Wisconsin jobs",politifact,English,False,1,"Democratic, Joe Biden, Wisconsin, fracking","['Democratic', ' Joe Biden', ' Wisconsin', ' fracking']",4.0,16,en,1,1_gas_prices_pipeline_oil,"gas, prices, pipeline, oil, keystone, energy, ban, climate, fracking, the"
59421,65991,63967,1938,http://data.gesis.org/claimskg/creative_work/dffe3ee4-6b3f-5e75-b627-12b09c3181f2,President Joe Biden's climate plan includes cutting 90% of red meat from Americans' diets by 2030.,snopes,English,False,1,"2030, Joe Biden, climate plan, red meat","['2030', ' Joe Biden', ' climate plan', ' red meat']",4.0,16,en,1,1_gas_prices_pipeline_oil,"gas, prices, pipeline, oil, keystone, energy, ban, climate, fracking, the"
59624,66208,41724,2897,http://data.gesis.org/claimskg/creative_work/95fc9393-7072-50b0-af68-467ccc752f4f,"Shell Oil laying off 9,000 workers because of Joe Biden.",politifact,English,False,1,"9,000, Joe Biden, Shell Oil","['9', '000', ' Joe Biden', ' Shell Oil']",4.0,10,en,1,1_gas_prices_pipeline_oil,"gas, prices, pipeline, oil, keystone, energy, ban, climate, fracking, the"
59798,66412,47935,65,http://data.gesis.org/claimskg/creative_work/9c998812-5bea-5af4-92a6-94338bb16629,"By ending the Keystone XL Pipeline project, President Joe Biden imperiled one of Donald Trump's most significant achievements, which was that we had achieved American energy independence.",politifact,English,MIXTURE,2,"American energy independence, Donald Trump, Keystone XL Pipeline, President Joe Biden","['American energy independence', ' Donald Trump', ' Keystone XL Pipeline', ' President Joe Biden']",4.0,27,en,1,1_gas_prices_pipeline_oil,"gas, prices, pipeline, oil, keystone, energy, ban, climate, fracking, the"
59823,66437,49529,1659,http://data.gesis.org/claimskg/creative_work/1769fc55-7938-5244-b199-3da3c0497de5,Says Joe Biden will redirect the $30 billion that Donald Trump left for U.S. farmers to ‘climate change.’,politifact,English,MIXTURE,2,"Donald Trump, Joe Biden, U.S., climate change","['Donald Trump', ' Joe Biden', ' U.S.', ' climate change']",4.0,18,en,1,1_gas_prices_pipeline_oil,"gas, prices, pipeline, oil, keystone, energy, ban, climate, fracking, the"
60039,66673,46408,7581,http://data.gesis.org/claimskg/creative_work/a4fc3948-c63f-5a0d-ae25-f9191c73a34b,Says Joe Biden's plan for net-zero emissions would instantly shut down all fracking and all mining immediately in Pennsylvania.,politifact,English,False,1,"Joe Biden, Pennsylvania, fracking, net-zero emissions","['Joe Biden', ' Pennsylvania', ' fracking', ' net-zero emissions']",4.0,19,en,1,1_gas_prices_pipeline_oil,"gas, prices, pipeline, oil, keystone, energy, ban, climate, fracking, the"
60113,66753,57054,9184,http://data.gesis.org/claimskg/creative_work/bcc1e783-8594-58d1-80be-8064bf9347a5,"By revoking the Keystone pipeline permit, Biden is destroying 11,000 jobs.",politifact,English,MIXTURE,2,"11,000, Biden, Keystone pipeline","['11', '000', ' Biden', ' Keystone pipeline']",4.0,11,en,1,1_gas_prices_pipeline_oil,"gas, prices, pipeline, oil, keystone, energy, ban, climate, fracking, the"
61981,68703,73738,2452,http://data.gesis.org/claimskg/creative_work/2c00cb6b-cd92-5e42-8d0f-3141a556c92d,"U.S. President Joe Biden's Jan. 20, 2021, executive order to halt construction of the Keystone XL pipeline destroyed 11,000 jobs.",snopes,English,MIXTURE,2,"11,000, Keystone XL, U.S. President Joe Biden, executive order","['11', '000', ' Keystone XL', ' U.S. President Joe Biden', ' executive order']",5.0,20,en,1,1_gas_prices_pipeline_oil,"gas, prices, pipeline, oil, keystone, energy, ban, climate, fracking, the"
62317,69039,50094,2224,http://data.gesis.org/claimskg/creative_work/6aa8dfb8-1750-5f6f-8e33-8627fbff7e51,"Even so-called moderate Democrats like Joe Biden have endorsed a ban on fracking, which would eliminate 516,000 Michigan jobs and reduce the state’s gross domestic product by $159 billion over five years.",politifact,English,MIXTURE,2,"Joe Biden, Michigan, fracking, gross domestic product, state’s","['Joe Biden', ' Michigan', ' fracking', ' gross domestic product', ' state’s']",5.0,32,en,1,1_gas_prices_pipeline_oil,"gas, prices, pipeline, oil, keystone, energy, ban, climate, fracking, the"
62882,69659,68692,6663,http://data.gesis.org/claimskg/creative_work/39c27a62-659b-52eb-a68a-24ea59c41705,"A Facebook meme accurately represents the difference in gas prices under U.S. Presidents Donald Trump and Joe Biden, with Biden's presidency and policies being the reason why prices were higher in mid-2021.",snopes,English,False,1,"Biden's presidency, Donald Trump, Facebook, Joe Biden, U.S. Presidents","[""Biden's presidency"", ' Donald Trump', ' Facebook', ' Joe Biden', ' U.S. Presidents']",5.0,32,en,1,1_gas_prices_pipeline_oil,"gas, prices, pipeline, oil, keystone, energy, ban, climate, fracking, the"
63290,70129,55443,7573,http://data.gesis.org/claimskg/creative_work/a97f4e6b-c1d2-5205-80fe-3cb8782915ae,"Lumber, gas, wheat, coal and corn cost more in April 2021 in Joe Biden's America than they did a year earlier.",politifact,English,MIXTURE,2,"America, April 2021, Joe Biden, Lumber, wheat","['America', ' April 2021', ' Joe Biden', ' Lumber', ' wheat']",5.0,21,en,1,1_gas_prices_pipeline_oil,"gas, prices, pipeline, oil, keystone, energy, ban, climate, fracking, the"
63851,70728,39000,173,http://data.gesis.org/claimskg/creative_work/1ff54d47-c751-5c19-90cc-12592e33451d,Biden invested the entire family fortune in Ukraine gas and oil. Then shuts down Keystone pipeline. Starting to get the picture.,politifact,English,False,1,"Biden, Keystone pipeline, Ukraine, family fortune, gas and oil","['Biden', ' Keystone pipeline', ' Ukraine', ' family fortune', ' gas and oil']",5.0,21,en,1,1_gas_prices_pipeline_oil,"gas, prices, pipeline, oil, keystone, energy, ban, climate, fracking, the"
64382,71286,70807,8778,http://data.gesis.org/claimskg/creative_work/edf355d3-fdaf-5570-8c51-5148e862a361,A BP oil executive named Brice Cromwell blamed U.S. President Joe Biden for high gas prices in a viral Facebook post.,snopes,English,False,1,"BP, Facebook, U.S. President Joe Biden, high gas prices, oil executive","['BP', ' Facebook', ' U.S. President Joe Biden', ' high gas prices', ' oil executive']",5.0,21,en,1,1_gas_prices_pipeline_oil,"gas, prices, pipeline, oil, keystone, energy, ban, climate, fracking, the"
64391,71295,61508,3348,http://data.gesis.org/claimskg/creative_work/60994a90-8437-5748-9d23-c8c04bf121d5,"In May 2021, U.S. President Joe Biden's administration announced it would waive some sanctions on the corporate entity and CEO overseeing the construction of Russia’s Nord Stream 2 pipeline into Germany.",snopes,English,True,3,"CEO, Germany, Nord Stream, Russia, U.S. President Joe Biden","['CEO', ' Germany', ' Nord Stream', ' Russia', ' U.S. President Joe Biden']",5.0,31,en,1,1_gas_prices_pipeline_oil,"gas, prices, pipeline, oil, keystone, energy, ban, climate, fracking, the"
65095,72048,28058,100,http://data.gesis.org/claimskg/creative_work/7df00331-dca3-5a6e-bd22-fa98d7adf598,Biden Did Not Threaten to Sabotage Nord Stream Pipelines as Russian Disinfo Claims,polygraph,English,FALSE,1,"Biden, Claims, Disinfo, Nord Stream, Russian, Sabotage","['Biden', ' Claims', ' Disinfo', ' Nord Stream', ' Russian', ' Sabotage']",6.0,13,en,1,1_gas_prices_pipeline_oil,"gas, prices, pipeline, oil, keystone, energy, ban, climate, fracking, the"
65114,72067,72279,993,http://data.gesis.org/claimskg/creative_work/7b973995-0dba-5169-a525-8679ccede4d1,"A screenshot taken from TV coverage of a White House news conference displays a chyron accurately stating that the Biden administration had told pipeline workers, You can find another job.",snopes,English,MIXTURE,2,"Biden administration, TV coverage, White House, chyron, news conference, screenshot","['Biden administration', ' TV coverage', ' White House', ' chyron', ' news conference', ' screenshot']",6.0,30,en,1,1_gas_prices_pipeline_oil,"gas, prices, pipeline, oil, keystone, energy, ban, climate, fracking, the"
65751,72752,44804,5977,http://data.gesis.org/claimskg/creative_work/be6e5048-d3c9-5be1-a05d-66c7dfaca383,"Low gas prices in Russia, Kuwait and Saudi Arabia show that Joe Biden’s decision to cancel the Keystone Pipeline project is to blame for U.S. prices.",politifact,English,False,1,"Joe Biden, Keystone Pipeline, Kuwait, Russia, Saudi Arabia, U.S., gas prices","['Joe Biden', ' Keystone Pipeline', ' Kuwait', ' Russia', ' Saudi Arabia', ' U.S.', ' gas prices']",7.0,26,en,1,1_gas_prices_pipeline_oil,"gas, prices, pipeline, oil, keystone, energy, ban, climate, fracking, the"
