Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,claim,text,organization,lang_name,rating_label,rating_value,entity_strings,entities,nr_entities,num_words,probable_lang,Topic,Topic Name
49945,56313,28807,849,http://data.gesis.org/claimskg/creative_work/deb0c3f3-dce4-54e1-b98b-53a884f7ac18,"Biden – Putin: One Phone Call, Two Readouts. What’s Different?",polygraph,English,MIXTURE,2,"Biden, Phone, Putin","['Biden', ' Phone', ' Putin']",3.0,10,en,9,9_biden_putin_ukraine_impeach
54279,60678,47714,8887,http://data.gesis.org/claimskg/creative_work/6c22d835-9de7-5fa9-bbe5-0e222638ea39,President Donald Trump's phone call with the Ukrainian president sounds exactly like what Joe Biden did.,politifact,English,False,1,"Joe Biden, President Donald Trump's, Ukrainian president","['Joe Biden', "" President Donald Trump's"", ' Ukrainian president']",3.0,16,en,9,9_biden_putin_ukraine_impeach
